,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,_3,features,probability,prediction
305,269144fa-ef0e-c81e-52ff-df9a348a,0.23076923076923078,13.0,0.6923076923076923,0.07692307692307693,0.7692307692307693,0.23076923076923078,0.6923076923076923,0.07692307692307693,0.15384615384615385,"[0.23076923076923078,0.6923076923076923,0.07692307692307693,0.7692307692307693,0.23076923076923078,0.6923076923076923,0.07692307692307693,0.15384615384615385]",0.3653961547044366,-0.5571549795379319,-0.5571549795379319,"[0.3653961547044366,-0.5571549795379319,-0.5571549795379319]","[0.983686656799438,9.206054085219614e-16,0.016313343200561048]",0
306,270174bf-baf8-aab4-48e3-139fcf47,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.25,0.5,"(8,[2,4,6,7],[1.0,1.0,0.25,0.5])",-0.32900260854595437,0.9684822398771903,0.9684822398771903,"[-0.32900260854595437,0.9684822398771903,0.9684822398771903]","[6.309698584835157e-14,0.9193941643223801,0.0806058356775568]",1
307,27080783-250a-3521-f816-6e7b29cf,1.0,5.0,0.0,0.0,0.0,1.0,0.4,0.4,0.0,"(8,[0,4,5,6],[1.0,1.0,0.4,0.4])",-1.055851172519821,-0.10827448598667785,-0.10827448598667785,"[-1.055851172519821,-0.10827448598667785,-0.10827448598667785]","[0.12804636570207664,0.8712203096304979,0.0007333246674254598]",1
308,2c1d08f2-a1ba-6915-db46-1a7721b9,0.0,5.0,0.0,1.0,1.0,0.0,0.8,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.8])",0.8185682781938237,0.4505799332281496,0.4505799332281496,"[0.8185682781938237,0.4505799332281496,0.4505799332281496]","[3.351204685268614e-15,3.3512046852622273e-15,0.9999999999999933]",2
309,2ee1d86b-74ed-47f3-5733-61cc4821,0.0,4.0,0.0,1.0,0.75,0.25,0.75,0.0,0.0,"(8,[2,3,4,5],[1.0,0.75,0.25,0.75])",0.5229599942803523,0.5350373467747198,0.5350373467747198,"[0.5229599942803523,0.5350373467747198,0.5350373467747198]","[2.156627053050838e-15,2.1566270530418286e-15,0.9999999999999957]",2
310,2f7f0e40-1234-75db-2bcf-bdfbdfbc,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.049790185834228,-0.22592559800865306,-0.22592559800865306,"[-1.049790185834228,-0.22592559800865306,-0.22592559800865306]","[0.054576821968384544,0.9451049798467804,0.0003181981848350372]",1
311,31a88be4-13ad-06c2-119c-3551a490,0.1,10.0,0.2,0.7,1.0,0.0,0.7,0.2,0.0,"[0.1,0.2,0.7,1.0,0.0,0.7,0.2,0.0]",0.7359454069358143,0.13189867339459552,0.13189867339459552,"[0.7359454069358143,0.13189867339459552,0.13189867339459552]","[1.425491557204442e-13,3.573995316031929e-15,0.9999999999998539]",2
312,3244a4c0-3f85-3017-5694-2f5647cb,0.8571428571428571,7.0,0.0,0.14285714285714285,0.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,"[0.8571428571428571,0.0,0.14285714285714285,0.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285]",-0.9433480314929065,-0.012437836035921818,-0.012437836035921818,"[-0.9433480314929065,-0.012437836035921818,-0.012437836035921818]","[0.016947981790200833,0.9823074176615438,0.0007446005482553041]",1
313,3447bacb-f54d-55c2-592f-3a3ff765,0.25,8.0,0.75,0.0,0.75,0.25,0.875,0.0,0.0,"[0.25,0.75,0.0,0.75,0.25,0.875,0.0,0.0]",0.31618626805735217,-0.6995612213305183,-0.6995612213305183,"[0.31618626805735217,-0.6995612213305183,-0.6995612213305183]","[0.9907337659936564,1.7611285638116025e-15,0.009266234006341974]",0
314,34a3d1d8-74eb-8a4e-0506-b9ca1551,0.25,4.0,0.0,0.75,0.75,0.25,0.5,0.25,0.0,"[0.25,0.0,0.75,0.75,0.25,0.5,0.25,0.0]",0.34847897527611654,0.3621669783474655,0.3621669783474655,"[0.34847897527611654,0.3621669783474655,0.3621669783474655]","[1.5840544160888617e-15,1.5732480351008364e-15,0.9999999999999969]",2
315,35813a40-7aa6-5336-237b-c93f1759,0.125,8.0,0.875,0.0,1.0,0.0,0.75,0.0,0.125,"[0.125,0.875,0.0,1.0,0.0,0.75,0.0,0.125]",0.7028853029874769,-0.7797975511778015,-0.7797975511778015,"[0.7028853029874769,-0.7797975511778015,-0.7797975511778015]","[0.9992842802814109,2.0816488682953584e-15,0.0007157197185869109]",0
316,35ce5334-aefb-9a61-d1c3-7f01a776,0.125,8.0,0.875,0.0,1.0,0.0,0.875,0.0,0.0,"(8,[0,1,3,5],[0.125,0.875,1.0,0.875])",0.692324777687108,-0.8146116391374483,-0.8146116391374483,"[0.692324777687108,-0.8146116391374483,-0.8146116391374483]","[0.9992915334728016,2.979557175186156e-15,0.0007084665271954139]",0
317,35daa597-4591-5a82-57a9-1fba2635,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.75])",-1.0480381196835582,-0.2099667470869155,-0.2099667470869155,"[-1.0480381196835582,-0.2099667470869155,-0.2099667470869155]","[0.06053132784859846,0.9391331482475778,0.0003355239038238895]",1
318,367365a7-8d2a-3b00-f3e3-f877be3c,0.2857142857142857,7.0,0.7142857142857143,0.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.2857142857142857,0.7142857142857143,0.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285]",0.42823253015156737,-0.5974927700487463,-0.5974927700487463,"[0.42823253015156737,-0.5974927700487463,-0.5974927700487463]","[0.990570870736975,9.429396869980618e-16,0.009429129263024036]",0
319,3681eecc-7864-c1c1-0024-4d4234be,0.1,10.0,0.9,0.0,1.0,0.0,0.9,0.0,0.0,"(8,[0,1,3,5],[0.1,0.9,1.0,0.9])",0.7076949550470836,-0.8274329573766501,-0.8274329573766501,"[0.7076949550470836,-0.8274329573766501,-0.8274329573766501]","[0.9993816015891274,3.3918517676108746e-15,0.0006183984108691443]",0
320,36a67ef1-5f22-7846-3f95-faec67c9,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.75])",-1.0480381196835582,-0.2099667470869155,-0.2099667470869155,"[-1.0480381196835582,-0.2099667470869155,-0.2099667470869155]","[0.06053132784859846,0.9391331482475778,0.0003355239038238895]",1
321,37ada581-75c2-560e-2eb3-3db3a231,0.2,5.0,0.8,0.0,1.0,0.0,0.4,0.0,0.4,"[0.2,0.8,0.0,1.0,0.0,0.4,0.0,0.4]",0.6800079265683621,-0.6647426029489731,-0.6647426029489731,"[0.6800079265683621,-0.6647426029489731,-0.6647426029489731]","[0.9979168217417018,1.3641218210904076e-15,0.0020831782582968338]",0
322,37d73652-37e1-cc5f-6c84-3b9a528c,0.8333333333333334,6.0,0.16666666666666666,0.0,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666,"[0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666]",-0.9325549262100012,-0.18670307895812688,-0.18670307895812688,"[-0.9325549262100012,-0.18670307895812688,-0.18670307895812688]","[0.07981736744464821,0.9193574157475147,0.0008252168078370835]",1
323,380773a6-f975-22c8-187e-e40fe702,0.75,4.0,0.25,0.0,0.0,1.0,0.0,0.5,0.25,"[0.75,0.25,0.0,0.0,1.0,0.0,0.5,0.25]",-0.8764113634633811,-0.08159073622782609,-0.08159073622782609,"[-0.8764113634633811,-0.08159073622782609,-0.08159073622782609]","[0.03483467519933152,0.9639983901316729,0.0011669346689954865]",1
324,3be7d5a2-f78e-3472-e5ac-fa27ed08,0.0,6.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.5,"[0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.5]",0.4589286771749835,0.7760185250671459,0.7760185250671459,"[0.4589286771749835,0.7760185250671459,0.7760185250671459]","[5.4288321308869864e-15,5.4288321308869864e-15,0.9999999999999891]",2
325,3c370e25-1bd5-c34b-ec40-31117752,0.25,4.0,0.75,0.0,1.0,0.0,0.0,0.25,0.5,"[0.25,0.75,0.0,1.0,0.0,0.0,0.25,0.5]",0.6534898588725432,-0.541706463819552,-0.541706463819552,"[0.6534898588725432,-0.541706463819552,-0.541706463819552]","[0.982938895830856,2.6925751092867425e-15,0.017061104169141326]",0
326,3d524e1d-934c-6d53-022b-983c91c3,0.4,5.0,0.2,0.4,0.0,1.0,0.6,0.2,0.0,"[0.4,0.2,0.4,0.0,1.0,0.6,0.2,0.0]",-0.6528960710445622,0.15968258562212567,0.15968258562212567,"[-0.6528960710445622,0.15968258562212567,0.15968258562212567]","[9.483090772923909e-05,0.9764733785606003,0.023431790531670337]",1
327,3d7d0f75-dda5-644d-e527-018ff340,0.09090909090909091,11.0,0.09090909090909091,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.2727272727272727,"[0.09090909090909091,0.09090909090909091,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.2727272727272727]",0.4481316273238745,0.4071106149210934,0.4071106149210934,"[0.4481316273238745,0.4071106149210934,0.4071106149210934]","[1.6558800996515386e-15,1.655864018397673e-15,0.9999999999999967]",2
328,3dc06a27-afe4-b105-1f3c-997851c7,0.18181818181818182,11.0,0.7272727272727273,0.09090909090909091,0.8181818181818182,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.2727272727272727,"[0.18181818181818182,0.7272727272727273,0.09090909090909091,0.8181818181818182,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.2727272727272727]",0.46073084260138675,-0.4539485193391594,-0.4539485193391594,"[0.46073084260138675,-0.4539485193391594,-0.4539485193391594]","[0.9104918163035787,2.838626103395867e-15,0.08950818369641847]",0
329,3e4346e0-6285-8776-f373-101eac22,1.0,5.0,0.0,0.0,0.0,1.0,0.6,0.2,0.0,"(8,[0,4,5,6],[1.0,1.0,0.6,0.2])",-1.0524702659468905,-0.16390827181331796,-0.16390827181331796,"[-1.0524702659468905,-0.16390827181331796,-0.16390827181331796]","[0.08568620364116483,0.9138776081475505,0.00043618821128479864]",1
330,3e713aeb-dcb2-d6a8-962f-635df3e8,0.0,5.0,0.0,1.0,1.0,0.0,0.8,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.8])",0.8185682781938237,0.4505799332281496,0.4505799332281496,"[0.8185682781938237,0.4505799332281496,0.4505799332281496]","[3.351204685268614e-15,3.3512046852622273e-15,0.9999999999999933]",2
331,3fc2e2fe-697a-3255-1a17-4204819d,0.5,8.0,0.5,0.0,0.5,0.5,0.375,0.25,0.25,"[0.5,0.5,0.0,0.5,0.5,0.375,0.25,0.25]",-0.12253631021371117,-0.4051720805075923,-0.4051720805075923,"[-0.12253631021371117,-0.4051720805075923,-0.4051720805075923]","[0.933790636743297,9.404775287271064e-16,0.06620936325670211]",0
332,404bc704-6703-c3c0-815e-55c756c5,0.875,8.0,0.0,0.125,0.0,1.0,0.625,0.125,0.125,"[0.875,0.0,0.125,0.0,1.0,0.625,0.125,0.125]",-0.9570913173232392,-0.04311351901294763,-0.04311351901294763,"[-0.9570913173232392,-0.04311351901294763,-0.04311351901294763]","[0.02629571231667794,0.9730560495787806,0.0006482381045415613]",1
333,4196e8ee-e405-a1e1-4a7f-7d9149a5,0.25,4.0,0.75,0.0,1.0,0.0,0.5,0.25,0.0,"[0.25,0.75,0.0,1.0,0.0,0.5,0.25,0.0]",0.6112477576710671,-0.6809628156581395,-0.6809628156581395,"[0.6112477576710671,-0.6809628156581395,-0.6809628156581395]","[0.9976994355919385,1.2240352484081721e-15,0.002300564408060182]",0
334,42779e7e-90bc-7eac-5aa8-a9874f90,0.36363636363636365,11.0,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.9090909090909091,0.0,0.0,"[0.36363636363636365,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.9090909090909091,0.0,0.0]",-0.1988260446173536,-0.08439287994198028,-0.08439287994198028,"[-0.1988260446173536,-0.08439287994198028,-0.08439287994198028]","[0.03193768137224194,5.094160657788725e-15,0.968062318627753]",2
335,440d90ef-c7d7-0530-608e-8c0fc440,0.7142857142857143,7.0,0.2857142857142857,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,"(8,[0,1,4,5],[0.7142857142857143,0.2857142857142857,1.0,0.8571428571428571])",-0.868624522389545,-0.3222985607026404,-0.3222985607026404,"[-0.868624522389545,-0.3222985607026404,-0.3222985607026404]","[0.7072116731356194,0.2800565008957073,0.012731825968673201]",0
336,459f5319-edaf-cd53-126d-fdfb12a5,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.75])",-1.0480381196835582,-0.2099667470869155,-0.2099667470869155,"[-1.0480381196835582,-0.2099667470869155,-0.2099667470869155]","[0.06053132784859846,0.9391331482475778,0.0003355239038238895]",1
337,45d78fe4-7d30-3b18-371e-57bb06c7,0.1111111111111111,9.0,0.8888888888888888,0.0,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0,"[0.1111111111111111,0.8888888888888888,0.0,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0]",0.6989854836799108,-0.7908269349222046,-0.7908269349222046,"[0.6989854836799108,-0.7908269349222046,-0.7908269349222046]","[0.9992926715524649,2.301067534962542e-15,0.0007073284475326785]",0
338,4641102c-f3d3-3878-6d00-1c49a28c,0.2727272727272727,11.0,0.09090909090909091,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.2727272727272727,"[0.2727272727272727,0.09090909090909091,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.2727272727272727]",0.21336015037393097,0.308616566244373,0.308616566244373,"[0.21336015037393097,0.308616566244373,0.308616566244373]","[2.2410316504092348e-14,1.665635142128273e-15,0.9999999999999758]",2
339,4a97a9b2-74fe-c9f3-625f-0176bddf,0.3333333333333333,6.0,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,"[0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666]",-0.5873313009537595,0.5596497642100883,0.5596497642100883,"[-0.5873313009537595,0.5596497642100883,0.5596497642100883]","[5.63709068972558e-15,0.9907922117192017,0.009207788280792571]",1
340,4b21d918-4ac0-0787-3094-37c9432c,0.45454545454545453,11.0,0.5454545454545454,0.0,0.9090909090909091,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,"[0.45454545454545453,0.5454545454545454,0.0,0.9090909090909091,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365]",0.40184430105423546,-0.5361586041019883,-0.5361586041019883,"[0.40184430105423546,-0.5361586041019883,-0.5361586041019883]","[0.9794638281175749,1.0747798748847621e-15,0.020536171882423945]",0
341,4bd540f6-e34d-4592-7680-b2735389,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.049790185834228,-0.22592559800865306,-0.22592559800865306,"[-1.049790185834228,-0.22592559800865306,-0.22592559800865306]","[0.054576821968384544,0.9451049798467804,0.0003181981848350372]",1
342,4c4ac589-35f5-76e3-d0a3-fedab6c6,0.5,8.0,0.25,0.25,0.0,1.0,0.25,0.375,0.25,"[0.5,0.25,0.25,0.0,1.0,0.25,0.375,0.25]",-0.7066715102932317,0.10211247195847206,0.10211247195847206,"[-0.7066715102932317,0.10211247195847206,0.10211247195847206]","[0.0007065623384576698,0.9891568381147572,0.010136599546785145]",1
343,4cc576c8-f218-94be-fef3-4b6fd86e,0.3076923076923077,13.0,0.3076923076923077,0.38461538461538464,0.6923076923076923,0.3076923076923077,0.5384615384615384,0.23076923076923078,0.15384615384615385,"[0.3076923076923077,0.3076923076923077,0.38461538461538464,0.6923076923076923,0.3076923076923077,0.5384615384615384,0.23076923076923078,0.15384615384615385]",0.23650935250667227,-0.06937032768058769,-0.06937032768058769,"[0.23650935250667227,-0.06937032768058769,-0.06937032768058769]","[0.00010550048513421462,2.4774662905904706e-15,0.9998944995148633]",2
344,4d0232bc-202c-ee3a-e58c-e543848c,0.7142857142857143,7.0,0.0,0.2857142857142857,0.0,1.0,0.8571428571428571,0.0,0.0,"(8,[0,2,4,5],[0.7142857142857143,0.2857142857142857,1.0,0.8571428571428571])",-0.855713763833765,0.04655770254005567,0.04655770254005567,"[-0.855713763833765,0.04655770254005567,0.04655770254005567]","[0.002697839066158418,0.9962488837789344,0.0010532771549073355]",1
345,4debb215-7398-77ba-2243-94adbd31,0.1111111111111111,9.0,0.0,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.0,0.0,"[0.1111111111111111,0.0,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.0,0.0]",0.6091818923477997,0.3590991599262844,0.3590991599262844,"[0.6091818923477997,0.3590991599262844,0.3590991599262844]","[1.902301562323895e-15,1.902285654811554e-15,0.9999999999999962]",2
346,4f3771bf-0850-3813-5de9-d0592e66,0.0,5.0,0.0,1.0,1.0,0.0,0.2,0.4,0.2,"[0.0,0.0,1.0,1.0,0.0,0.2,0.4,0.2]",0.8287033055285533,0.6175500456168648,0.6175500456168648,"[0.8287033055285533,0.6175500456168648,0.6175500456168648]","[4.335003667963823e-15,4.335003667963823e-15,0.9999999999999913]",2
347,502b50b6-08fa-b922-9bb6-dbd4d848,0.0,5.0,0.0,1.0,1.0,0.0,0.8,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.8])",0.8185682781938237,0.4505799332281496,0.4505799332281496,"[0.8185682781938237,0.4505799332281496,0.4505799332281496]","[3.351204685268614e-15,3.3512046852622273e-15,0.9999999999999933]",2
348,53cb26b0-7222-8eb4-ef0d-29e7a801,0.2,5.0,0.8,0.0,1.0,0.0,0.0,0.2,0.6,"[0.2,0.8,0.0,1.0,0.0,0.0,0.2,0.6]",0.6935238604760221,-0.553406276386898,-0.553406276386898,"[0.6935238604760221,-0.553406276386898,-0.553406276386898]","[0.9867716208956193,2.9100863249005023e-15,0.013228379104377682]",0
349,5409088d-b542-9cac-7fac-9ab00271,0.25,12.0,0.75,0.0,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.25,"[0.25,0.75,0.0,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.25]",0.23472735557068886,-0.5665902816853841,-0.5665902816853841,"[0.23472735557068886,-0.5665902816853841,-0.5665902816853841]","[0.9814523737472218,8.354276625102185e-16,0.018547626252777397]",0
350,5414140f-2888-40b9-e1e2-7984f327,0.0,4.0,0.0,1.0,1.0,0.0,0.25,0.5,0.0,"(8,[2,3,5,6],[1.0,1.0,0.25,0.5])",0.8111672514518995,0.5992397083477924,0.5992397083477924,"[0.8111672514518995,0.5992397083477924,0.5992397083477924]","[3.969294750259476e-15,3.969294750259476e-15,0.999999999999992]",2
351,54e1c86d-b289-f693-e3a3-5d393778,0.8333333333333334,6.0,0.16666666666666666,0.0,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666,"[0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666]",-0.9325549262100012,-0.18670307895812688,-0.18670307895812688,"[-0.9325549262100012,-0.18670307895812688,-0.18670307895812688]","[0.07981736744464821,0.9193574157475147,0.0008252168078370835]",1
352,554558f4-55fd-07df-ddb3-309239ad,0.5,4.0,0.0,0.5,0.0,1.0,0.0,0.75,0.0,"(8,[0,2,4,6],[0.5,0.5,1.0,0.75])",-0.7202067477559019,0.4834851511840939,0.4834851511840939,"[-0.7202067477559019,0.4834851511840939,0.4834851511840939]","[2.4903303482173906e-11,0.9883471038007747,0.01165289617432202]",1
353,56a4a9a0-7ab4-0a76-0621-b118321b,0.0,4.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.75])",0.8196195178842255,0.4601552437811921,0.4601552437811921,"[0.8196195178842255,0.4601552437811921,0.4601552437811921]","[3.3796737596918387e-15,3.379673759689552e-15,0.9999999999999932]",2
354,57b97824-05f2-21af-72f1-95f7d697,0.125,8.0,0.5,0.375,0.625,0.375,0.375,0.125,0.375,"[0.125,0.5,0.375,0.625,0.375,0.375,0.125,0.375]",0.293849372178785,-0.07895125912052754,-0.07895125912052754,"[0.293849372178785,-0.07895125912052754,-0.07895125912052754]","[7.973360395181161e-05,2.618604271061346e-15,0.9999202663960456]",2
355,5bfa22fd-175f-02d2-c446-36369a81,0.09090909090909091,11.0,0.0,0.9090909090909091,0.7272727272727273,0.2727272727272727,0.0,0.09090909090909091,0.8181818181818182,"[0.09090909090909091,0.0,0.9090909090909091,0.7272727272727273,0.2727272727272727,0.0,0.09090909090909091,0.8181818181818182]",0.49832188817505124,0.6763899915949559,0.6763899915949559,"[0.49832188817505124,0.6763899915949559,0.6763899915949559]","[3.368748075966057e-15,3.368748075966057e-15,0.9999999999999932]",2
356,5d557ed3-ce5e-24e4-a66e-aa966d6c,0.5,4.0,0.25,0.25,0.0,1.0,0.25,0.25,0.25,"[0.5,0.25,0.25,0.0,1.0,0.25,0.25,0.25]",-0.7019303444591455,0.09127963219942832,0.09127963219942832,"[-0.7019303444591455,0.09127963219942832,0.09127963219942832]","[0.0012133297743278767,0.9854370545866639,0.01334961563900824]",1
357,5e97ad83-2b2c-529e-f831-deac0066,0.2,5.0,0.6,0.2,0.8,0.2,0.0,0.4,0.4,"[0.2,0.6,0.2,0.8,0.2,0.0,0.4,0.4]",0.44495602552844876,-0.23536996463098353,-0.23536996463098353,"[0.44495602552844876,-0.23536996463098353,-0.23536996463098353]","[0.013264442828638704,6.6776129914216255e-15,0.9867355571713545]",2
358,5fad3306-616d-9b57-3411-75efa34d,0.3333333333333333,6.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.5,0.3333333333333333,"[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.5,0.3333333333333333]",0.0021884728619602292,0.0723335232416169,0.0723335232416169,"[0.0021884728619602292,0.0723335232416169,0.0723335232416169]","[3.5110541322887245e-06,2.394724040091432e-15,0.9999964889458653]",2
359,600fadb1-9f64-3bf4-b14c-378c45ae,0.45454545454545453,11.0,0.0,0.5454545454545454,0.2727272727272727,0.7272727272727273,0.6363636363636364,0.18181818181818182,0.09090909090909091,"[0.45454545454545453,0.0,0.5454545454545454,0.2727272727272727,0.7272727272727273,0.6363636363636364,0.18181818181818182,0.09090909090909091]",-0.35168236607721215,0.2826725141601812,0.2826725141601812,"[-0.35168236607721215,0.2826725141601812,0.2826725141601812]","[3.968568162919218e-08,0.0001222319439935512,0.9998777283703248]",2
360,6408c27b-ab13-d145-5b44-24f30202,0.25,4.0,0.75,0.0,1.0,0.0,0.25,0.5,0.0,"[0.25,0.75,0.0,1.0,0.0,0.25,0.5,0.0]",0.607021624454904,-0.6114205833748394,-0.6114205833748394,"[0.607021624454904,-0.6114205833748394,-0.6114205833748394]","[0.9947318903691664,1.3087717728788075e-15,0.005268109630832274]",0
